rey,benev,host,fan,male,white,age,conservative
0.35672779575312186,0.857699897340224,0.7919808819816926,0.0780144952671483,1,1,20,0.6450099920479281
0.4966210489896401,0.857699897340224,0.7919808819816926,0.0780144952671483,1,1,25,2.2246262991040786
0.35672779575312186,-1.018894548453254,-0.7145613505858597,-0.9621787749614953,1,1,23,-0.6474033500889222
0.7764075554626793,-0.15277403501010992,0.5408905098871003,-0.9621787749614953,1,0,23,-0.8628055737783974
0.9163008086991976,2.5899409242265117,-0.3379257924439716,1.1182077654957918,1,1,32,2.2246262991040786
-1.8815642560311785,-1.4519548051748257,-1.3422872808223398,1.1182077654957918,0,1,33,-1.3654107623871723
-1.7416710027946603,-1.5963082240820166,1.1686164401235803,-0.9621787749614953,1,0,25,-0.39610075578453463
1.4758738216452731,-0.5858342917316818,0.03870976569791649,-0.9621787749614953,1,0,25,0.07060406220932794
0.35672779575312186,0.5689930595258432,0.2898001377925084,-0.9621787749614953,0,1,29,0.6809103626628406
1.0561940619357157,1.435113572968987,1.0430712540762843,0.0780144952671483,1,1,29,1.5066188868058283
0.07694128928008521,1.1464067351546054,0.03870976569791649,-0.9621787749614953,0,0,32,-1.1141081680827847
-1.8815642560311785,-0.15277403501010992,-1.3422872808223398,0.0780144952671483,1,1,28,0.03470369159441543
1.196087315172234,1.1464067351546054,-1.3422872808223398,-0.9621787749614953,1,1,33,-0.6833037207038348
0.35672779575312186,-0.7301877106388726,-0.3379257924439716,-0.9621787749614953,1,1,25,-0.5756026088590972
-1.4618844963216222,0.2802862217114617,-1.3422872808223398,-0.9621787749614953,1,1,24,-1.1859089093126098
-0.34273847042947214,-0.44148087282449144,-1.3422872808223398,1.1182077654957918,0,1,28,-0.7192040913187473
-1.7416710027946603,-0.15277403501010992,-0.46347097849126767,1.1182077654957918,1,1,30,-1.3654107623871723
1.4758738216452731,-0.7301877106388726,1.2941616261708766,1.1182077654957918,1,1,42,0.7886114745075781
2.1753400878278675,-0.874541129546063,2.172977928501948,-0.9621787749614953,1,1,21,1.3271170337312659
1.6157670748817914,1.723820410783368,1.2941616261708766,0.0780144952671483,1,1,68,0.5373088802031905
0.9163008086991976,2.0125272485977495,0.41534532383980427,-2.002372045190139,1,1,28,0.42960776835845305
0.21683454251660353,0.7133464784330339,1.0430712540762843,-0.9621787749614953,1,1,26,0.07060406220932794
0.6365143022261609,-1.740661642989207,1.7963423703600603,0.0780144952671483,1,1,36,1.2194159218865284
0.21683454251660353,0.5689930595258432,-0.21238060639667575,0.0780144952671483,0,1,45,1.1835155512716158
-0.20284521719295387,-0.15277403501010992,-1.2167420947750438,1.1182077654957918,0,1,43,-0.6833037207038348
0.9163008086991976,-0.15277403501010992,2.298523114549244,0.0780144952671483,1,1,34,1.3630174043461782
0.35672779575312186,0.42463964061865245,0.16425495174521232,1.1182077654957918,1,0,27,-0.4679014970143597
-1.8815642560311785,-0.7301877106388726,1.4197068122181724,1.1182077654957918,0,1,30,-0.1088977908652346
0.07694128928008521,-0.5858342917316818,-0.46347097849126767,1.1182077654957918,1,1,32,-1.1859089093126098
2.3152333410643857,2.5899409242265117,-1.3422872808223398,1.1182077654957918,1,1,33,0.42960776835845305
0.35672779575312186,-0.008420616102919484,0.9175260680289881,0.0780144952671483,1,1,34,-0.0011966790204970817
-1.0422047366120661,-0.44148087282449144,-0.8401065366331557,1.1182077654957918,0,1,40,2.2246262991040786
0.35672779575312186,-0.008420616102919484,0.9175260680289881,0.0780144952671483,1,0,29,0.7886114745075781
0.7764075554626793,0.857699897340224,0.9175260680289881,0.0780144952671483,1,1,25,2.2246262991040786
-1.0422047366120661,-1.5963082240820166,-1.3422872808223398,-2.002372045190139,0,1,35,-1.3654107623871723
-0.34273847042947214,0.857699897340224,-0.7145613505858597,0.0780144952671483,0,0,52,-0.4679014970143597
0.21683454251660353,-1.018894548453254,-0.7145613505858597,-0.9621787749614953,0,1,39,-0.6474033500889222
1.335980568408755,0.7133464784330339,-1.2167420947750438,1.1182077654957918,1,1,32,-1.3654107623871723
-0.34273847042947214,-1.4519548051748257,-0.3379257924439716,0.0780144952671483,0,1,29,-1.3654107623871723
1.335980568408755,0.5689930595258432,0.03870976569791649,0.0780144952671483,1,0,24,0.8245118451224905
-1.6017777495581407,-1.740661642989207,-1.3422872808223398,1.1182077654957918,0,1,26,-1.3654107623871723
1.8955535813548279,1.0020533162474148,0.41534532383980427,1.1182077654957918,1,1,31,0.42960776835845305
0.35672779575312186,-0.44148087282449144,0.41534532383980427,0.0780144952671483,1,0,23,-0.6833037207038348
-0.20284521719295387,1.2907601540617961,1.545251998265468,0.0780144952671483,1,1,26,1.3630174043461782
-0.48263172366599044,0.2802862217114617,-1.0911969087277478,1.1182077654957918,0,1,30,-0.8987059443933099
-0.762418230139027,-0.44148087282449144,-0.21238060639667575,-0.9621787749614953,0,1,41,-0.6474033500889222
-0.762418230139027,-1.5963082240820166,-1.2167420947750438,1.1182077654957918,1,1,24,-1.0782077974678723
-0.34273847042947214,-1.1632479673604443,-1.2167420947750438,-0.9621787749614953,1,1,28,-0.7910048325485723
1.335980568408755,0.42463964061865245,0.5408905098871003,0.0780144952671483,1,0,35,0.07060406220932794
-0.20284521719295387,2.0125272485977495,0.2898001377925084,1.1182077654957918,1,1,30,2.2246262991040786
0.4966210489896401,-0.29712745391730067,0.41534532383980427,1.1182077654957918,1,1,25,-1.3654107623871723
0.6365143022261609,0.7133464784330339,0.6664356959343964,0.0780144952671483,1,0,36,-0.9346063150082223
0.21683454251660353,0.42463964061865245,0.5408905098871003,1.1182077654957918,1,1,28,0.46550813897336557
0.07694128928008521,-1.740661642989207,-1.3422872808223398,0.0780144952671483,1,1,34,0.14240480343915296
0.35672779575312186,1.0020533162474148,1.6707971843127642,-0.9621787749614953,0,0,69,0.42960776835845305
0.21683454251660353,1.0020533162474148,-0.5890161645385635,-2.002372045190139,0,1,30,0.03470369159441543
-1.8815642560311785,-1.018894548453254,1.4197068122181724,1.1182077654957918,0,1,35,-1.3654107623871723
0.35672779575312186,-0.008420616102919484,0.16425495174521232,1.1182077654957918,1,0,27,0.8963125863523156
-1.8815642560311785,0.13593280280427128,-1.0911969087277478,1.1182077654957918,1,1,25,-1.3654107623871723
-0.06295196395643309,0.2802862217114617,-0.7145613505858597,-0.9621787749614953,0,1,30,0.10650443282424044
-1.1820979898485844,-1.018894548453254,0.2898001377925084,0.0780144952671483,1,1,37,0.5732092508181029
-0.6225249769025087,0.857699897340224,0.7919808819816926,-0.9621787749614953,0,0,31,-0.39610075578453463
0.07694128928008521,0.13593280280427128,-0.9656517226804515,1.1182077654957918,0,1,30,-1.0782077974678723
-1.4618844963216222,-0.44148087282449144,-1.3422872808223398,-0.9621787749614953,0,1,35,-0.6833037207038348
-0.06295196395643309,-0.29712745391730067,-0.46347097849126767,0.0780144952671483,1,0,28,-0.6474033500889222
0.35672779575312186,-0.15277403501010992,0.16425495174521232,1.1182077654957918,1,1,29,-0.8987059443933099
-1.4618844963216222,0.7133464784330339,0.16425495174521232,0.0780144952671483,1,1,34,0.03470369159441543
0.6365143022261609,-0.874541129546063,-0.46347097849126767,0.0780144952671483,1,1,44,-0.2883996439397971
1.0561940619357157,-0.15277403501010992,0.41534532383980427,0.0780144952671483,1,0,34,-0.2883996439397971
1.0561940619357157,-0.7301877106388726,1.9218875564073565,1.1182077654957918,0,1,28,0.8245118451224905
-0.6225249769025087,1.0020533162474148,-0.7145613505858597,0.0780144952671483,0,1,58,0.8245118451224905
-0.06295196395643309,0.13593280280427128,0.03870976569791649,-2.002372045190139,1,1,24,-0.6474033500889222
-1.4618844963216222,0.7133464784330339,-0.5890161645385635,1.1182077654957918,1,1,36,0.42960776835845305
0.7764075554626793,-0.29712745391730067,-1.0911969087277478,0.0780144952671483,1,1,31,-0.5038018676292723
1.196087315172234,-1.740661642989207,-1.3422872808223398,1.1182077654957918,1,1,30,-0.1088977908652346
-0.762418230139027,-1.740661642989207,-0.7145613505858597,1.1182077654957918,1,1,37,-1.3654107623871723
-1.8815642560311785,-0.008420616102919484,-0.08683542034937963,0.0780144952671483,0,1,23,-0.5038018676292723
-1.8815642560311785,0.5689930595258432,-0.5890161645385635,1.1182077654957918,0,1,37,-0.6474033500889222
-0.20284521719295387,0.2802862217114617,-0.08683542034937963,-0.9621787749614953,0,1,30,2.116925187259341
0.9163008086991976,-1.018894548453254,1.2941616261708766,1.1182077654957918,1,1,27,-1.32951039177226
1.6157670748817914,-1.307601386267635,-1.3422872808223398,1.1182077654957918,0,0,30,-1.3654107623871723
-0.20284521719295387,-1.018894548453254,-0.7145613505858597,-2.002372045190139,1,1,37,-0.7910048325485723
1.196087315172234,-0.5858342917316818,-0.08683542034937963,0.0780144952671483,1,0,46,0.07060406220932794
-1.4618844963216222,-1.1632479673604443,-1.3422872808223398,0.0780144952671483,1,1,32,-1.3654107623871723
-0.34273847042947214,-0.44148087282449144,-0.9656517226804515,0.0780144952671483,0,1,30,0.07060406220932794
0.35672779575312186,0.13593280280427128,0.03870976569791649,1.1182077654957918,1,1,40,-0.8269052031634848
-0.34273847042947214,0.42463964061865245,0.9175260680289881,1.1182077654957918,1,1,32,0.5373088802031905
1.0561940619357157,1.1464067351546054,1.6707971843127642,1.1182077654957918,1,1,30,1.9374233341847784
1.196087315172234,0.13593280280427128,0.03870976569791649,1.1182077654957918,1,1,25,-0.7192040913187473
-0.06295196395643309,0.2802862217114617,2.42406830059654,-0.9621787749614953,1,1,25,0.46550813897336557
-1.1820979898485844,1.1464067351546054,1.2941616261708766,0.0780144952671483,0,0,32,1.9015229635698658
-1.7416710027946603,-1.740661642989207,-1.3422872808223398,1.1182077654957918,0,1,24,-1.3654107623871723
0.7764075554626793,1.1464067351546054,0.41534532383980427,-0.9621787749614953,1,1,71,0.32190665651371553
0.07694128928008521,1.2907601540617961,0.41534532383980427,0.0780144952671483,1,1,26,-0.5756026088590972
-0.20284521719295387,-0.7301877106388726,-0.5890161645385635,-0.9621787749614953,0,1,55,0.46550813897336557
0.35672779575312186,-0.008420616102919484,1.7963423703600603,0.0780144952671483,1,1,31,0.2501059152838905
-0.6225249769025087,-1.018894548453254,-1.3422872808223398,-3.0425653154187824,0,1,28,-0.6833037207038348
-0.20284521719295387,-0.29712745391730067,0.5408905098871003,-2.002372045190139,1,1,28,-0.0011966790204970817
0.6365143022261609,-0.29712745391730067,-0.3379257924439716,1.1182077654957918,0,1,28,-0.7551044619336598
-1.4618844963216222,-0.29712745391730067,1.1686164401235803,0.0780144952671483,0,1,27,0.7886114745075781
0.4966210489896401,-0.44148087282449144,-1.3422872808223398,-0.9621787749614953,1,1,32,0.46550813897336557
0.21683454251660353,-0.29712745391730067,-0.08683542034937963,-2.002372045190139,1,1,22,0.46550813897336557
0.7764075554626793,0.7133464784330339,1.0430712540762843,-0.9621787749614953,1,0,38,1.1835155512716158
0.4966210489896401,-0.29712745391730067,-0.08683542034937963,0.0780144952671483,1,0,25,0.42960776835845305
0.7764075554626793,1.0020533162474148,1.1686164401235803,-0.9621787749614953,1,1,24,0.6450099920479281
0.4966210489896401,0.42463964061865245,-0.21238060639667575,1.1182077654957918,1,1,55,1.5425192574207407
0.07694128928008521,1.435113572968987,0.41534532383980427,1.1182077654957918,1,0,35,0.2501059152838905
-0.20284521719295387,-1.018894548453254,-0.3379257924439716,-0.9621787749614953,1,1,27,0.42960776835845305
-0.06295196395643309,-0.15277403501010992,0.6664356959343964,0.0780144952671483,1,0,26,1.0758144394268783
-1.6017777495581407,-1.4519548051748257,-1.3422872808223398,1.1182077654957918,0,0,39,-1.3654107623871723
-1.1820979898485844,-1.307601386267635,-1.3422872808223398,-0.9621787749614953,0,1,46,-0.6474033500889222
0.4966210489896401,2.3012340864121303,1.4197068122181724,0.0780144952671483,1,1,46,2.2246262991040786
-1.8815642560311785,1.2907601540617961,-0.5890161645385635,-0.9621787749614953,0,1,33,-0.0729974202503221
-0.762418230139027,-0.874541129546063,-0.9656517226804515,1.1182077654957918,0,1,48,-0.4679014970143597
-0.6225249769025087,-0.008420616102919484,0.16425495174521232,-0.9621787749614953,1,1,39,0.2501059152838905
0.6365143022261609,1.2907601540617961,0.5408905098871003,-0.9621787749614953,0,1,27,1.1476151806567032
0.4966210489896401,-0.44148087282449144,0.16425495174521232,-0.9621787749614953,0,1,25,0.35780702712862805
0.4966210489896401,-0.29712745391730067,-1.3422872808223398,0.0780144952671483,0,1,41,-1.3654107623871723
-0.34273847042947214,-0.44148087282449144,-0.21238060639667575,-0.9621787749614953,0,1,36,-0.6833037207038348
0.7764075554626793,1.579466991876177,1.2941616261708766,-0.9621787749614953,1,1,25,0.46550813897336557
0.5609535953979549,0.32262176465021153,1.2703466843799738,-0.8134017214082372,1,1,26,1.9679024853067548
0.6978045933090502,1.3431747293379057,1.5346206599152519,1.0751861834706582,1,1,42,1.9679024853067548
-1.9023643670017587,-1.8642774453948465,-1.3723930709728038,-1.757695673847685,0,1,28,-1.303836626067438
0.15040060166466943,-1.8642774453948465,-0.8438451199022483,-0.8134017214082372,1,1,33,0.3320329296196582
0.15040060166466943,0.32262176465021153,0.6096617455417793,0.1308922310312106,0,1,20,1.422612633411056
2.2031655703310977,-1.8642774453948465,-0.4474341565993318,0.1308922310312106,1,0,24,-0.21325692227604065
0.013549603753574075,-0.4063446386981412,0.21325078223886268,0.1308922310312106,1,1,45,0.877322781515357
1.245208584953431,0.7600016066592229,0.7417987333094184,0.1308922310312106,1,0,20,-0.7585467741717395
-0.6707053858019019,-1.8642774453948465,-1.3723930709728038,-2.701989626287133,0,0,20,-1.303836626067438
-0.2601523920686163,0.32262176465021153,0.34538777000650167,1.0751861834706582,1,0,29,-0.7585467741717395
0.28725159957576474,-0.6979312000374822,-1.3723930709728038,0.1308922310312106,0,1,25,-1.303836626067438
0.15040060166466943,0.031035203310870493,0.21325078223886268,0.1308922310312106,1,0,30,0.877322781515357
-1.7655133690906635,-1.1353110420464938,-1.3723930709728038,0.1308922310312106,1,1,30,-1.303836626067438
1.6557615786867168,-1.1353110420464938,-1.1081190954375262,-0.8134017214082372,0,1,27,-0.21325692227604065
-1.2181093774462828,-0.9895177613768233,-0.7117081321346095,0.1308922310312106,1,1,43,-0.7585467741717395
-1.2181093774462828,1.3431747293379057,-0.5795711443669704,0.1308922310312106,1,1,45,0.3320329296196582
0.013549603753574075,-1.8642774453948465,-1.240256083205165,1.0751861834706582,1,1,24,0.3320329296196582
0.6978045933090502,0.9057948873288935,2.1953055987534458,1.0751861834706582,1,1,24,1.422612633411056
0.5609535953979549,0.7600016066592229,0.7417987333094184,0.1308922310312106,1,0,20,0.877322781515357
-0.12330139415752096,-0.2605513580284705,0.34538777000650167,-0.8134017214082372,1,1,34,-1.303836626067438
-0.12330139415752096,-1.2811043227161645,0.21325078223886268,1.0751861834706582,1,1,49,1.422612633411056
-1.9023643670017587,-1.426897603385835,-1.3723930709728038,-0.8134017214082372,1,0,27,-0.7585467741717395
-0.12330139415752096,-0.11475807735880018,-0.7117081321346095,0.1308922310312106,1,1,30,-0.7585467741717395
0.4241025974868601,1.0515881679985641,0.8739357210770574,0.1308922310312106,1,0,22,-1.303836626067438
0.6978045933090502,-0.9895177613768233,-0.7117081321346095,-1.757695673847685,0,1,24,-0.7585467741717395
-0.9444073816240923,0.031035203310870493,0.47752475777414033,-0.8134017214082372,1,1,31,0.3320329296196582
0.4241025974868601,0.6142083259895529,1.1382096966123347,0.1308922310312106,1,1,28,1.422612633411056
-0.6707053858019019,0.031035203310870493,1.9310316232181681,0.1308922310312106,1,1,42,1.422612633411056
0.8346555912201455,1.0515881679985641,1.2703466843799738,0.1308922310312106,1,1,29,0.877322781515357
-0.5338543878908066,0.17682848398054085,-0.7117081321346095,0.1308922310312106,1,0,30,-0.7585467741717395
-0.5338543878908066,-0.11475807735880018,-0.18316018106405405,-0.8134017214082372,1,0,24,-0.21325692227604065
-0.5338543878908066,0.32262176465021153,-0.5795711443669704,0.1308922310312106,0,1,44,-0.7585467741717395
0.4241025974868601,0.32262176465021153,1.4024836721476128,1.0751861834706582,1,1,52,1.9679024853067548
-1.0812583795351876,-1.8642774453948465,-1.3723930709728038,1.0751861834706582,0,1,40,-1.303836626067438
1.3820595828645261,0.6142083259895529,0.21325078223886268,0.1308922310312106,1,1,36,1.422612633411056
0.15040060166466943,0.6142083259895529,0.6096617455417793,-1.757695673847685,1,1,27,0.3320329296196582
0.15040060166466943,-0.4063446386981412,-0.7117081321346095,-0.8134017214082372,0,1,43,0.877322781515357
1.1083575870423361,0.4684150453198822,0.6096617455417793,-0.8134017214082372,0,1,45,1.422612633411056
-0.12330139415752096,1.197381448668235,0.21325078223886268,0.1308922310312106,1,1,30,0.3320329296196582
-1.354960375357378,-0.8437244807071529,-1.240256083205165,1.0751861834706582,1,1,31,-1.303836626067438
