date,keyword,hits
2016-07-01T05:00:00Z,lucky strike,58
2016-08-01T05:00:00Z,lucky strike,46
2016-09-01T05:00:00Z,lucky strike,59
2016-10-01T05:00:00Z,lucky strike,56
2008-11-01T05:00:00Z,misty,15
2008-12-01T06:00:00Z,misty,14
2009-01-01T06:00:00Z,misty,34
2009-02-01T06:00:00Z,misty,45
2009-03-01T06:00:00Z,misty,85
2009-04-01T05:00:00Z,misty,100
2009-05-01T05:00:00Z,misty,59
2009-06-01T05:00:00Z,misty,82
2009-07-01T05:00:00Z,misty,84
2009-08-01T05:00:00Z,misty,87
2009-09-01T05:00:00Z,misty,36
2009-10-01T05:00:00Z,misty,41
2009-11-01T05:00:00Z,misty,74
2009-12-01T06:00:00Z,misty,57
2010-01-01T06:00:00Z,misty,57
2010-02-01T06:00:00Z,misty,52
2010-03-01T06:00:00Z,misty,54
2010-04-01T05:00:00Z,misty,46
2010-05-01T05:00:00Z,misty,33
2010-06-01T05:00:00Z,misty,45
2010-07-01T05:00:00Z,misty,53
2010-08-01T05:00:00Z,misty,40
2010-09-01T05:00:00Z,misty,39
2010-10-01T05:00:00Z,misty,38
2010-11-01T05:00:00Z,misty,26
2010-12-01T06:00:00Z,misty,43
2011-01-01T06:00:00Z,misty,32
2011-02-01T06:00:00Z,misty,36
2011-03-01T06:00:00Z,misty,48
2011-04-01T05:00:00Z,misty,53
2011-05-01T05:00:00Z,misty,40
2011-06-01T05:00:00Z,misty,48
2011-07-01T05:00:00Z,misty,52
2011-08-01T05:00:00Z,misty,58
2011-09-01T05:00:00Z,misty,56
2011-10-01T05:00:00Z,misty,39
2011-11-01T05:00:00Z,misty,40
2011-12-01T06:00:00Z,misty,40
2012-01-01T06:00:00Z,misty,51
2012-02-01T06:00:00Z,misty,33
2012-03-01T06:00:00Z,misty,37
2012-04-01T05:00:00Z,misty,56
2012-05-01T05:00:00Z,misty,45
2012-06-01T05:00:00Z,misty,44
2012-07-01T05:00:00Z,misty,68
2012-08-01T05:00:00Z,misty,66
2012-09-01T05:00:00Z,misty,60
2012-10-01T05:00:00Z,misty,33
2012-11-01T05:00:00Z,misty,34
2012-12-01T06:00:00Z,misty,45
2013-01-01T06:00:00Z,misty,31
2013-02-01T06:00:00Z,misty,39
2013-03-01T06:00:00Z,misty,49
2013-04-01T05:00:00Z,misty,47
2013-05-01T05:00:00Z,misty,40
2013-06-01T05:00:00Z,misty,54
2013-07-01T05:00:00Z,misty,64
2013-08-01T05:00:00Z,misty,61
2013-09-01T05:00:00Z,misty,50
2013-10-01T05:00:00Z,misty,56
2013-11-01T05:00:00Z,misty,35
2013-12-01T06:00:00Z,misty,47
2014-01-01T06:00:00Z,misty,36
2014-02-01T06:00:00Z,misty,34
2014-03-01T06:00:00Z,misty,41
2014-04-01T05:00:00Z,misty,24
2014-05-01T05:00:00Z,misty,35
2014-06-01T05:00:00Z,misty,46
2014-07-01T05:00:00Z,misty,64
2014-08-01T05:00:00Z,misty,56
2014-09-01T05:00:00Z,misty,40
2014-10-01T05:00:00Z,misty,35
2014-11-01T05:00:00Z,misty,49
2014-12-01T06:00:00Z,misty,33
2015-01-01T06:00:00Z,misty,47
2015-02-01T06:00:00Z,misty,42
2015-03-01T06:00:00Z,misty,37
2015-04-01T05:00:00Z,misty,44
2015-05-01T05:00:00Z,misty,50
2015-06-01T05:00:00Z,misty,37
2015-07-01T05:00:00Z,misty,41
2015-08-01T05:00:00Z,misty,44
2015-09-01T05:00:00Z,misty,42
2015-10-01T05:00:00Z,misty,60
2015-11-01T05:00:00Z,misty,56
2015-12-01T06:00:00Z,misty,35
2016-01-01T06:00:00Z,misty,37
2016-02-01T06:00:00Z,misty,28
2016-03-01T06:00:00Z,misty,29
2016-04-01T05:00:00Z,misty,37
2016-05-01T05:00:00Z,misty,40
2016-06-01T05:00:00Z,misty,41
2016-07-01T05:00:00Z,misty,49
2016-08-01T05:00:00Z,misty,43
2016-09-01T05:00:00Z,misty,47
2016-10-01T05:00:00Z,misty,48
2008-11-01T05:00:00Z,now,33
2008-12-01T06:00:00Z,now,21
2009-01-01T06:00:00Z,now,37
2009-02-01T06:00:00Z,now,32
2009-03-01T06:00:00Z,now,79
2009-04-01T05:00:00Z,now,85
2009-05-01T05:00:00Z,now,30
2009-06-01T05:00:00Z,now,78
2009-07-01T05:00:00Z,now,46
2009-08-01T05:00:00Z,now,52
2009-09-01T05:00:00Z,now,47
2009-10-01T05:00:00Z,now,35
2009-11-01T05:00:00Z,now,58
2009-12-01T06:00:00Z,now,69
2010-01-01T06:00:00Z,now,22
2010-02-01T06:00:00Z,now,55
2010-03-01T06:00:00Z,now,56
2010-04-01T05:00:00Z,now,39
2010-05-01T05:00:00Z,now,100
2010-06-01T05:00:00Z,now,39
2010-07-01T05:00:00Z,now,60
2010-08-01T05:00:00Z,now,68
2010-09-01T05:00:00Z,now,70
2010-10-01T05:00:00Z,now,52
2010-11-01T05:00:00Z,now,45
2010-12-01T06:00:00Z,now,36
2011-01-01T06:00:00Z,now,74
2011-02-01T06:00:00Z,now,53
2011-03-01T06:00:00Z,now,60
2011-04-01T05:00:00Z,now,59
2011-05-01T05:00:00Z,now,61
2011-06-01T05:00:00Z,now,54
2011-07-01T05:00:00Z,now,66
2011-08-01T05:00:00Z,now,62
2011-09-01T05:00:00Z,now,54
2011-10-01T05:00:00Z,now,56
2011-11-01T05:00:00Z,now,53
2011-12-01T06:00:00Z,now,50
2012-01-01T06:00:00Z,now,46
2012-02-01T06:00:00Z,now,52
2012-03-01T06:00:00Z,now,36
2012-04-01T05:00:00Z,now,63
2012-05-01T05:00:00Z,now,53
2012-06-01T05:00:00Z,now,47
2012-07-01T05:00:00Z,now,49
2012-08-01T05:00:00Z,now,42
2012-09-01T05:00:00Z,now,60
2012-10-01T05:00:00Z,now,57
2012-11-01T05:00:00Z,now,56
2012-12-01T06:00:00Z,now,58
2013-01-01T06:00:00Z,now,66
2013-02-01T06:00:00Z,now,51
2013-03-01T06:00:00Z,now,58
2013-04-01T05:00:00Z,now,51
2013-05-01T05:00:00Z,now,59
2013-06-01T05:00:00Z,now,56
2013-07-01T05:00:00Z,now,55
2013-08-01T05:00:00Z,now,58
2013-09-01T05:00:00Z,now,62
2013-10-01T05:00:00Z,now,60
2013-11-01T05:00:00Z,now,58
2013-12-01T06:00:00Z,now,46
2014-01-01T06:00:00Z,now,58
2014-02-01T06:00:00Z,now,73
2014-03-01T06:00:00Z,now,55
2014-04-01T05:00:00Z,now,66
2014-05-01T05:00:00Z,now,62
2014-06-01T05:00:00Z,now,46
2014-07-01T05:00:00Z,now,58
2014-08-01T05:00:00Z,now,56
2014-09-01T05:00:00Z,now,52
2014-10-01T05:00:00Z,now,67
2014-11-01T05:00:00Z,now,48
2014-12-01T06:00:00Z,now,63
2015-01-01T06:00:00Z,now,53
2015-02-01T06:00:00Z,now,49
2015-03-01T06:00:00Z,now,49
2015-04-01T05:00:00Z,now,27
2015-05-01T05:00:00Z,now,59
2015-06-01T05:00:00Z,now,62
2015-07-01T05:00:00Z,now,68
2015-08-01T05:00:00Z,now,61
2015-09-01T05:00:00Z,now,52
2015-10-01T05:00:00Z,now,50
2015-11-01T05:00:00Z,now,59
2015-12-01T06:00:00Z,now,54
2016-01-01T06:00:00Z,now,68
2016-02-01T06:00:00Z,now,75
2016-03-01T06:00:00Z,now,68
2016-04-01T05:00:00Z,now,67
2016-05-01T05:00:00Z,now,60
2016-06-01T05:00:00Z,now,73
2016-07-01T05:00:00Z,now,77
2016-08-01T05:00:00Z,now,94
2016-09-01T05:00:00Z,now,93
2016-10-01T05:00:00Z,now,86
2008-11-01T05:00:00Z,tareyton,53
2008-12-01T06:00:00Z,tareyton,68
2009-01-01T06:00:00Z,tareyton,32
2009-02-01T06:00:00Z,tareyton,91
2009-03-01T06:00:00Z,tareyton,100
2009-04-01T05:00:00Z,tareyton,45
2009-05-01T05:00:00Z,tareyton,79
2009-06-01T05:00:00Z,tareyton,81
2009-07-01T05:00:00Z,tareyton,0
2009-08-01T05:00:00Z,tareyton,89
2009-09-01T05:00:00Z,tareyton,30
2009-10-01T05:00:00Z,tareyton,32
2009-11-01T05:00:00Z,tareyton,74
2009-12-01T06:00:00Z,tareyton,31
2010-01-01T06:00:00Z,tareyton,27
2010-02-01T06:00:00Z,tareyton,75
2010-03-01T06:00:00Z,tareyton,51
2010-04-01T05:00:00Z,tareyton,46
2010-05-01T05:00:00Z,tareyton,36
2010-06-01T05:00:00Z,tareyton,65
2010-07-01T05:00:00Z,tareyton,35
2010-08-01T05:00:00Z,tareyton,46
2010-09-01T05:00:00Z,tareyton,49
2010-10-01T05:00:00Z,tareyton,33
2010-11-01T05:00:00Z,tareyton,55
2010-12-01T06:00:00Z,tareyton,32
2011-01-01T06:00:00Z,tareyton,38
2011-02-01T06:00:00Z,tareyton,18
2011-03-01T06:00:00Z,tareyton,36
2011-04-01T05:00:00Z,tareyton,30
2011-05-01T05:00:00Z,tareyton,42
2011-06-01T05:00:00Z,tareyton,69
2011-07-01T05:00:00Z,tareyton,43
2011-08-01T05:00:00Z,tareyton,98
2011-09-01T05:00:00Z,tareyton,40
2011-10-01T05:00:00Z,tareyton,38
2011-11-01T05:00:00Z,tareyton,65
2011-12-01T06:00:00Z,tareyton,36
2012-01-01T06:00:00Z,tareyton,34
2012-02-01T06:00:00Z,tareyton,65
2012-03-01T06:00:00Z,tareyton,24
2012-04-01T05:00:00Z,tareyton,31
2012-05-01T05:00:00Z,tareyton,45
2012-06-01T05:00:00Z,tareyton,45
2012-07-01T05:00:00Z,tareyton,62
2012-08-01T05:00:00Z,tareyton,32
2012-09-01T05:00:00Z,tareyton,28
2012-10-01T05:00:00Z,tareyton,26
2012-11-01T05:00:00Z,tareyton,48
2012-12-01T06:00:00Z,tareyton,47
2013-01-01T06:00:00Z,tareyton,12
2013-02-01T06:00:00Z,tareyton,73
2013-03-01T06:00:00Z,tareyton,47
2013-04-01T05:00:00Z,tareyton,52
2013-05-01T05:00:00Z,tareyton,44
2013-06-01T05:00:00Z,tareyton,25
2013-07-01T05:00:00Z,tareyton,57
2013-08-01T05:00:00Z,tareyton,36
2013-09-01T05:00:00Z,tareyton,28
2013-10-01T05:00:00Z,tareyton,38
2013-11-01T05:00:00Z,tareyton,32
2013-12-01T06:00:00Z,tareyton,35
2014-01-01T06:00:00Z,tareyton,33
2014-02-01T06:00:00Z,tareyton,44
2014-03-01T06:00:00Z,tareyton,29
2014-04-01T05:00:00Z,tareyton,46
2014-05-01T05:00:00Z,tareyton,24
2014-06-01T05:00:00Z,tareyton,54
2014-07-01T05:00:00Z,tareyton,31
2014-08-01T05:00:00Z,tareyton,39
2014-09-01T05:00:00Z,tareyton,42
2014-10-01T05:00:00Z,tareyton,48
2014-11-01T05:00:00Z,tareyton,38
2014-12-01T06:00:00Z,tareyton,50
2015-01-01T06:00:00Z,tareyton,56
2015-02-01T06:00:00Z,tareyton,72
2015-03-01T06:00:00Z,tareyton,66
2015-04-01T05:00:00Z,tareyton,33
2015-05-01T05:00:00Z,tareyton,35
2015-06-01T05:00:00Z,tareyton,40
2015-07-01T05:00:00Z,tareyton,35
2015-08-01T05:00:00Z,tareyton,38
2015-09-01T05:00:00Z,tareyton,37
2015-10-01T05:00:00Z,tareyton,39
2015-11-01T05:00:00Z,tareyton,22
2015-12-01T06:00:00Z,tareyton,40
2016-01-01T06:00:00Z,tareyton,26
2016-02-01T06:00:00Z,tareyton,33
2016-03-01T06:00:00Z,tareyton,22
2016-04-01T05:00:00Z,tareyton,23
2016-05-01T05:00:00Z,tareyton,55
2016-06-01T05:00:00Z,tareyton,49
2016-07-01T05:00:00Z,tareyton,20
2016-08-01T05:00:00Z,tareyton,24
2016-09-01T05:00:00Z,tareyton,49
2016-10-01T05:00:00Z,tareyton,48
2008-11-01T05:00:00Z,vantage,78
2008-12-01T06:00:00Z,vantage,100
2009-01-01T06:00:00Z,vantage,36
2009-02-01T06:00:00Z,vantage,85
2009-03-01T06:00:00Z,vantage,75
2009-04-01T05:00:00Z,vantage,89
2009-05-01T05:00:00Z,vantage,35
2009-06-01T05:00:00Z,vantage,63
2009-07-01T05:00:00Z,vantage,46
2009-08-01T05:00:00Z,vantage,61
2009-09-01T05:00:00Z,vantage,67
2009-10-01T05:00:00Z,vantage,31
2009-11-01T05:00:00Z,vantage,82
2009-12-01T06:00:00Z,vantage,42
2010-01-01T06:00:00Z,vantage,78
2010-02-01T06:00:00Z,vantage,50
2010-03-01T06:00:00Z,vantage,43
2010-04-01T05:00:00Z,vantage,38
2010-05-01T05:00:00Z,vantage,0
2010-06-01T05:00:00Z,vantage,47
2010-07-01T05:00:00Z,vantage,67
2010-08-01T05:00:00Z,vantage,74
2010-09-01T05:00:00Z,vantage,64
2010-10-01T05:00:00Z,vantage,46
2010-11-01T05:00:00Z,vantage,23
2010-12-01T06:00:00Z,vantage,38
2011-01-01T06:00:00Z,vantage,67
2011-02-01T06:00:00Z,vantage,20
2011-03-01T06:00:00Z,vantage,64
2011-04-01T05:00:00Z,vantage,16
2011-05-01T05:00:00Z,vantage,35
2011-06-01T05:00:00Z,vantage,37
2011-07-01T05:00:00Z,vantage,36
2011-08-01T05:00:00Z,vantage,38
2011-09-01T05:00:00Z,vantage,39
2011-10-01T05:00:00Z,vantage,47
2011-11-01T05:00:00Z,vantage,63
2011-12-01T06:00:00Z,vantage,21
2012-01-01T06:00:00Z,vantage,33
2012-02-01T06:00:00Z,vantage,29
2012-03-01T06:00:00Z,vantage,56
2012-04-01T05:00:00Z,vantage,38
2012-05-01T05:00:00Z,vantage,32
2012-06-01T05:00:00Z,vantage,40
2012-07-01T05:00:00Z,vantage,69
2012-08-01T05:00:00Z,vantage,31
2012-09-01T05:00:00Z,vantage,27
2012-10-01T05:00:00Z,vantage,37
2012-11-01T05:00:00Z,vantage,39
2012-12-01T06:00:00Z,vantage,33
2013-01-01T06:00:00Z,vantage,27
2013-02-01T06:00:00Z,vantage,54
2013-03-01T06:00:00Z,vantage,35
2013-04-01T05:00:00Z,vantage,16
2013-05-01T05:00:00Z,vantage,43
2013-06-01T05:00:00Z,vantage,45
2013-07-01T05:00:00Z,vantage,51
2013-08-01T05:00:00Z,vantage,31
2013-09-01T05:00:00Z,vantage,35
2013-10-01T05:00:00Z,vantage,63
2013-11-01T05:00:00Z,vantage,42
2013-12-01T06:00:00Z,vantage,41
2014-01-01T06:00:00Z,vantage,39
2014-02-01T06:00:00Z,vantage,35
2014-03-01T06:00:00Z,vantage,46
2014-04-01T05:00:00Z,vantage,35
2014-05-01T05:00:00Z,vantage,23
2014-06-01T05:00:00Z,vantage,71
2014-07-01T05:00:00Z,vantage,40
2014-08-01T05:00:00Z,vantage,42
2014-09-01T05:00:00Z,vantage,29
2014-10-01T05:00:00Z,vantage,39
2014-11-01T05:00:00Z,vantage,70
2014-12-01T06:00:00Z,vantage,45
2015-01-01T06:00:00Z,vantage,27
2015-02-01T06:00:00Z,vantage,23
2015-03-01T06:00:00Z,vantage,27
2015-04-01T05:00:00Z,vantage,57
2015-05-01T05:00:00Z,vantage,62
2015-06-01T05:00:00Z,vantage,34
2015-07-01T05:00:00Z,vantage,42
2015-08-01T05:00:00Z,vantage,54
2015-09-01T05:00:00Z,vantage,72
2015-10-01T05:00:00Z,vantage,49
2015-11-01T05:00:00Z,vantage,55
2015-12-01T06:00:00Z,vantage,35
2016-01-01T06:00:00Z,vantage,28
2016-02-01T06:00:00Z,vantage,39
2016-03-01T06:00:00Z,vantage,34
2016-04-01T05:00:00Z,vantage,44
2016-05-01T05:00:00Z,vantage,41
2016-06-01T05:00:00Z,vantage,50
2016-07-01T05:00:00Z,vantage,43
2016-08-01T05:00:00Z,vantage,34
2016-09-01T05:00:00Z,vantage,26
2016-10-01T05:00:00Z,vantage,28
2008-11-01T05:00:00Z,viceroy,31
2008-12-01T06:00:00Z,viceroy,79
2009-01-01T06:00:00Z,viceroy,22
2009-02-01T06:00:00Z,viceroy,57
2009-03-01T06:00:00Z,viceroy,36
2009-04-01T05:00:00Z,viceroy,27
2009-05-01T05:00:00Z,viceroy,33
2009-06-01T05:00:00Z,viceroy,54
2009-07-01T05:00:00Z,viceroy,42
2009-08-01T05:00:00Z,viceroy,42
2009-09-01T05:00:00Z,viceroy,26
2009-10-01T05:00:00Z,viceroy,36
2009-11-01T05:00:00Z,viceroy,43
2009-12-01T06:00:00Z,viceroy,49
2010-01-01T06:00:00Z,viceroy,27
2010-02-01T06:00:00Z,viceroy,30
2010-03-01T06:00:00Z,viceroy,38
2010-04-01T05:00:00Z,viceroy,23
2010-05-01T05:00:00Z,viceroy,16
2010-06-01T05:00:00Z,viceroy,50
2010-07-01T05:00:00Z,viceroy,26
2010-08-01T05:00:00Z,viceroy,29
2010-09-01T05:00:00Z,viceroy,26
2010-10-01T05:00:00Z,viceroy,28
2010-11-01T05:00:00Z,viceroy,36
2010-12-01T06:00:00Z,viceroy,38
2011-01-01T06:00:00Z,viceroy,45
2011-02-01T06:00:00Z,viceroy,27
2011-03-01T06:00:00Z,viceroy,17
2011-04-01T05:00:00Z,viceroy,22
2011-05-01T05:00:00Z,viceroy,18
2011-06-01T05:00:00Z,viceroy,26
2011-07-01T05:00:00Z,viceroy,21
2011-08-01T05:00:00Z,viceroy,37
2011-09-01T05:00:00Z,viceroy,30
2011-10-01T05:00:00Z,viceroy,19
2011-11-01T05:00:00Z,viceroy,30
2011-12-01T06:00:00Z,viceroy,24
2012-01-01T06:00:00Z,viceroy,34
2012-02-01T06:00:00Z,viceroy,41
2012-03-01T06:00:00Z,viceroy,27
2012-04-01T05:00:00Z,viceroy,17
2012-05-01T05:00:00Z,viceroy,22
2012-06-01T05:00:00Z,viceroy,23
2012-07-01T05:00:00Z,viceroy,44
2012-08-01T05:00:00Z,viceroy,35
2012-09-01T05:00:00Z,viceroy,22
2012-10-01T05:00:00Z,viceroy,35
2012-11-01T05:00:00Z,viceroy,26
2012-12-01T06:00:00Z,viceroy,40
2013-01-01T06:00:00Z,viceroy,42
2013-02-01T06:00:00Z,viceroy,30
2013-03-01T06:00:00Z,viceroy,37
2013-04-01T05:00:00Z,viceroy,45
2013-05-01T05:00:00Z,viceroy,33
2013-06-01T05:00:00Z,viceroy,47
2013-07-01T05:00:00Z,viceroy,40
2013-08-01T05:00:00Z,viceroy,40
2013-09-01T05:00:00Z,viceroy,42
2013-10-01T05:00:00Z,viceroy,40
2013-11-01T05:00:00Z,viceroy,48
2013-12-01T06:00:00Z,viceroy,41
2014-01-01T06:00:00Z,viceroy,69
2014-02-01T06:00:00Z,viceroy,52
2014-03-01T06:00:00Z,viceroy,59
2014-04-01T05:00:00Z,viceroy,73
2014-05-01T05:00:00Z,viceroy,81
2014-06-01T05:00:00Z,viceroy,53
2014-07-01T05:00:00Z,viceroy,59
2014-08-01T05:00:00Z,viceroy,59
2014-09-01T05:00:00Z,viceroy,64
2014-10-01T05:00:00Z,viceroy,70
2014-11-01T05:00:00Z,viceroy,64
2014-12-01T06:00:00Z,viceroy,97
2015-01-01T06:00:00Z,viceroy,73
2015-02-01T06:00:00Z,viceroy,99
2015-03-01T06:00:00Z,viceroy,70
2015-04-01T05:00:00Z,viceroy,87
2015-05-01T05:00:00Z,viceroy,57
2015-06-01T05:00:00Z,viceroy,67
2015-07-01T05:00:00Z,viceroy,73
2015-08-01T05:00:00Z,viceroy,100
2015-09-01T05:00:00Z,viceroy,82
2015-10-01T05:00:00Z,viceroy,82
2015-11-01T05:00:00Z,viceroy,69
2015-12-01T06:00:00Z,viceroy,74
2016-01-01T06:00:00Z,viceroy,84
2016-02-01T06:00:00Z,viceroy,70
2016-03-01T06:00:00Z,viceroy,77
2016-04-01T05:00:00Z,viceroy,63
2016-05-01T05:00:00Z,viceroy,65
2016-06-01T05:00:00Z,viceroy,52
2016-07-01T05:00:00Z,viceroy,50
2016-08-01T05:00:00Z,viceroy,52
2016-09-01T05:00:00Z,viceroy,58
2016-10-01T05:00:00Z,viceroy,58
